requested_amount_usd,application_date,request_title,screening_score,debt_to_income_text,region_code,employment_tenure_text,policy_code
7200.0,2008-08-18,Remodel Home for Disable Father/Veteran,545.0,20.25%,IL,< 1 year,0.0
5500.0,2008-08-18,Starting a business,697.0,5.69%,FL,3 years,0.0
3000.0,2008-08-18,Need to start my buisness off right,,-1%,FL,< 1 year,0.0
2500.0,2008-08-19,roof repair,0.0,0%,FL,3 years,0.0
7500.0,2008-08-19,Education,626.0,4%,NJ,1 year,0.0
2500.0,2008-08-19,college,,-1%,TN,< 1 year,0.0
3550.0,2008-08-19,A New Start,490.0,11.04%,CA,< 1 year,0.0
7000.0,2008-08-19,Desperately trying to save my credit,640.0,50.89%,NY,8 years,0.0
4000.0,2008-08-19,Expanding equestrian business.,634.0,23.25%,MI,3 years,0.0
7500.0,2008-08-19,Help My Business Grow,512.0,23.3%,MI,4 years,0.0
7500.0,2008-08-19,Fairytale Romance,659.0,31.16%,CA,2 years,0.0
3000.0,2008-08-19,money for education,571.0,0%,PA,< 1 year,0.0
4000.0,2008-08-19,PLEASE HELP PUT AN END TO PAY DAY LOANS,616.0,27.64%,PA,8 years,0.0
7500.0,2008-08-19,Scooter Business,608.0,8.1%,MA,1 year,0.0
6000.0,2008-08-19,Personal Wedding ,592.0,2.36%,PA,2 years,0.0
5000.0,2008-08-19,first house,767.0,422.53%,AZ,< 1 year,0.0
7500.0,2008-08-19,Pay off high interest rate credit debt,616.0,33.98%,PA,1 year,0.0
4000.0,2008-08-19,i need to wipe out my debt,0.0,0%,NY,1 year,0.0
7000.0,2008-08-19,Starting a new business,,-1%,CA,7 years,0.0
7000.0,2008-08-19,Almost free of the high rate debt,508.0,7.64%,AK,4 years,0.0
4500.0,2008-08-19, ,742.0,8.4%,MD,1 year,0.0
2000.0,2008-08-19,ssdolphin,701.0,6.5%,IL,< 1 year,0.0
7500.0,2008-08-19,Consolidate Debt,636.0,12.04%,NY,< 1 year,0.0
2000.0,2008-08-19,help me get back on my feet,509.0,29.31%,IL,10+ years,0.0
1000.0,2008-08-19,Moving,0.0,0%,VA,< 1 year,0.0
7500.0,2008-08-19,debt consolidation,641.0,27.98%,OR,5 years,0.0
1000.0,2008-08-19,helping improve small amount of debt,0.0,0%,VA,1 year,0.0
1000.0,2008-08-19,Pay off Payday Loan,478.0,68.18%,TX,2 years,0.0
7500.0,2008-08-19,Looking to the Future,652.0,33.89%,CO,< 1 year,0.0
6000.0,2008-08-19,College Tuition,,-1%,MI,< 1 year,0.0
7500.0,2008-08-20,First Time Home Ownership,679.0,2.46%,DC,< 1 year,0.0
3000.0,2008-08-20,Furniture + debt consolidation,550.0,17.53%,NC,4 years,0.0
3000.0,2008-08-20,The time is now,619.0,4.04%,NC,1 year,0.0
5000.0,2008-08-20,Stability is so close,,-1%,VA,< 1 year,0.0
6000.0,2008-08-20,Get on Feet,0.0,0%,FL,< 1 year,0.0
7500.0,2008-08-20,Building a extra room for Rental Income ,760.0,5.2%,CA,4 years,0.0
1700.0,2008-08-20,S.O.S.--Must Move in Ten Days!,564.0,54%,NY,< 1 year,0.0
7500.0,2008-08-20,Education Loan,497.0,0%,MD,< 1 year,0.0
7500.0,2008-08-20,Repayment of outstanding debt,0.0,0%,SC,< 1 year,0.0
4500.0,2008-08-20,Catch-Up and Small Cushion,461.0,0%,NC,< 1 year,0.0
20000.0,2008-08-20,Loan Consolidation Request - 01-22-2008,676.0,30.03%,SC,4 years,0.0
7500.0,2008-08-20,Need to get out of debt asap garnishment,509.0,14.64%,GA,1 year,0.0
7500.0,2008-08-20,Debt consolidation,678.0,18.94%,NY,7 years,0.0
3000.0,2008-08-20,request for funds to complete project,594.0,12.6%,TX,1 year,0.0
7500.0,2008-08-20,Free me from dedt,624.0,23.58%,GA,10+ years,0.0
3000.0,2008-08-20,....to start happy life,440.0,28.46%,PA,< 1 year,0.0
1300.0,2008-08-20,Immigration Fees,601.0,5.85%,OH,8 years,0.0
7500.0,2008-08-20,selling 3 vehicles with negative equit,633.0,45.83%,CA,3 years,0.0
3000.0,2008-08-20,Payday Hell!,478.0,34.53%,IA,5 years,0.0
2000.0,2008-08-20,To Stop The Repo Man,620.0,14.74%,CA,< 1 year,0.0
5000.0,2008-08-20,College Investment,455.0,29.67%,OH,9 years,0.0
7500.0,2008-08-20,Need breathing room,658.0,15.67%,GA,4 years,0.0
3000.0,2008-08-20,Consolidate Credit Card Debt,651.0,38.16%,NJ,1 year,0.0
6000.0,2008-08-20,Help me put a downpayment on first home,566.0,0%,PA,9 years,0.0
2000.0,2008-08-20,vacation,,-1%,NE,< 1 year,0.0
7500.0,2008-08-20,BUSINESS ,586.0,9.02%,MD,1 year,0.0
2000.0,2008-08-20,Just need a little more to buy this car,687.0,13.19%,PA,< 1 year,0.0
7500.0,2008-08-20,auto,731.0,0.36%,FL,9 years,0.0
3000.0,2008-08-20,medical payments for back payments due,485.0,32.96%,MD,1 year,0.0
1000.0,2008-08-20,BSN,471.0,0%,SC,1 year,0.0
7500.0,2008-08-20,Two Monster Loans,637.0,22.59%,FL,< 1 year,0.0
7000.0,2008-08-20,Almost All Paid Off,561.0,6.98%,VA,< 1 year,0.0
4000.0,2008-08-20,Paying off old credit card debt,426.0,8.52%,MI,< 1 year,0.0
7500.0,2008-08-20,Need a new start after Countrywide,0.0,0%,OH,10+ years,0.0
7500.0,2008-08-20,Go Zone,,-1%,CA,3 years,0.0
7000.0,2008-08-20,purchase first home,,-1%,MO,< 1 year,0.0
5000.0,2008-08-20,HOME THAT NEEDS A LITTLE HELP,521.0,0%,NC,7 years,0.0
7500.0,2008-08-20,Pay Off Loan,664.0,38.62%,TX,< 1 year,0.0
3200.0,2008-08-20,High speed drill,688.0,44.25%,TX,9 years,0.0
3000.0,2008-08-20,Surplus Business Investment,,-1%,LA,4 years,0.0
2500.0,2008-08-20,Pay off small loans,583.0,147.55%,TX,< 1 year,0.0
7000.0,2008-08-20,School Loan,626.0,1.32%,TX,< 1 year,0.0
2500.0,2008-08-20,Need a car to go back to work,,-1%,MA,2 years,0.0
2000.0,2008-08-20,Paying back existing loan and fixing car,,-1%,DE,< 1 year,0.0
2500.0,2008-08-21,Help.... my first car just got beat!,575.0,0%,PA,< 1 year,0.0
7500.0,2008-08-21,Shamu's Personal Loan,471.0,6.8%,AR,2 years,0.0
3000.0,2008-08-21,Pay off old bills,650.0,27.75%,IL,3 years,0.0
5000.0,2008-08-21,"accepted to Penn State, need HELP",,-1%,NH,10+ years,0.0
5000.0,2008-08-21,Pay off Bills,527.0,13.35%,IL,10+ years,0.0
2000.0,2008-08-21,improvement,,-1%,NY,< 1 year,0.0
4000.0,2008-08-21,PLEASE HELP A SINGLE MOTHER KEEP A ROOF ,432.0,10%,PA,2 years,0.0
2500.0,2008-08-21, ,756.0,15.3%,KY,< 1 year,0.0
7500.0,2008-08-21,Debt Loan Consolidation,604.0,21.64%,UT,6 years,0.0
7500.0,2008-08-21,New Unique Bread products for the masses,,-1%,FL,1 year,0.0
7500.0,2008-08-21,Drowning,495.0,55.07%,OK,1 year,0.0
6000.0,2008-08-21,Seeking to finish degree.,687.0,19.91%,PA,< 1 year,0.0
7500.0,2008-08-21,Home Improvement,794.0,0.29%,IN,2 years,0.0
7000.0,2008-08-21, ,797.0,0%,VA,< 1 year,0.0
7500.0,2008-08-21,Want to consolidate debt,613.0,5.71%,PA,1 year,0.0
2500.0,2008-08-21,series 7,641.0,23.6%,CA,4 years,0.0
15000.0,2008-08-21,funding for business start-up,750.0,29.11%,WA,10+ years,0.0
2300.0,2008-08-21,Getting Married!,541.0,20.26%,AZ,< 1 year,0.0
7500.0,2008-08-21,Personal Loan,559.0,32.22%,IA,< 1 year,0.0
5000.0,2008-08-21,need to consolidate a few bills,,-1%,IL,10+ years,0.0
7000.0,2008-08-21,Leveraged Investment Trust,,-1%,CA,3 years,0.0
7500.0,2008-08-21,Home Project ,678.0,17.19%,CA,< 1 year,0.0
3500.0,2008-08-21,college student in need.,526.0,22560%,MA,< 1 year,0.0
7500.0,2008-08-21,Get back in school,544.0,45.06%,MI,2 years,0.0
1000.0,2008-08-21,Quick Repay Loan,481.0,8.69%,NJ,1 year,0.0
1500.0,2008-08-21,Paying off a credit card with a high APR,546.0,41.37%,TX,1 year,0.0
5000.0,2008-08-21,Get out of a hole!,519.0,27.97%,PA,4 years,0.0
2000.0,2008-08-21,Need To Get Me And My Daughters Through,574.0,0%,GA,7 years,0.0
3000.0,2008-08-21,Funeral,440.0,63.44%,GA,3 years,0.0
7200.0,2008-08-21,House Remodel for Veteran of WWII/Father,686.0,28.99%,IL,3 years,0.0
4000.0,2008-08-21,Help My family in Kenya,538.0,16.16%,CA,1 year,0.0
7500.0,2008-08-21,Growing my eBay business,613.0,17.61%,CA,< 1 year,0.0
7500.0,2008-08-21,Consolidating Debt,385.0,15.43%,VA,< 1 year,0.0
1000.0,2008-08-21,Refinance Credit Card,656.0,2.55%,MI,9 years,0.0
1000.0,2008-08-21,need to move into a house.,636.0,11.4%,IL,5 years,0.0
7000.0,2008-08-21,Pay off Credit cards,673.0,14.79%,TX,1 year,0.0
3500.0,2008-08-21,medical expenses,499.0,8.25%,CA,4 years,0.0
3000.0,2008-08-21,"pay off credit cards, medical bills",648.0,32.4%,AL,2 years,0.0
3000.0,2008-08-21,getting rid of small bills,430.0,26.67%,SC,10+ years,0.0
2000.0,2008-08-21,House we rented was foreclosed on :(,,-1%,FL,6 years,0.0
3000.0,2008-08-21,moving  expenenses,561.0,20.17%,FL,1 year,0.0
2000.0,2008-08-21,Broke my Leg inbetween jobs,484.0,1.92%,PA,< 1 year,0.0
5000.0,2008-08-21,Paying off Debt and Buying a Car,649.0,3.95%,KS,< 1 year,0.0
1000.0,2008-08-21,auto,532.0,3.41%,GA,10+ years,0.0
3000.0,2008-08-21,Refinance loan and credit debt,627.0, 32.84% ,NM ,2 years,0.0
4000.0,2008-08-21,Loan will be paid off EXTREMELY quick!!!,0.0,0%,FL,< 1 year,0.0
3000.0,2008-08-21,Vacation,643.0, 14.14% ,TN ,1 year,0.0
2000.0,2008-08-21,Single Mom's debt,0.0,0%,GA,< 1 year,0.0
6500.0,2008-08-22,Debt Relief,590.0,20.21%,TX,9 years,0.0
5000.0,2008-08-22,home improvement,680.0,20.17%,PA,10+ years,0.0
7500.0,2008-08-22,Payoff,486.0,50.94%,NJ,10+ years,0.0
7000.0,2008-08-22,CLEAR,,-1%,SC,< 1 year,0.0
3800.0,2008-08-22,Help me buy my 1st home!!!,541.0,37.37%,TX,< 1 year,0.0
1000.0,2008-08-22,Good people that needs your support,459.0,10.4%,TX,3 years,0.0
7500.0,2008-08-22,Truck Loan,593.0,11.57%,WI,5 years,0.0
1500.0,2008-08-22,paying off credit cards and small loans,446.0,3.92%,TX,10+ years,0.0
7500.0,2008-08-22,Deb Consolidation,,-1%,IA,10+ years,0.0
3000.0,2008-08-22,trying to get back on track,496.0,2.3%,IL,1 year,0.0
6000.0,2008-08-22,Finish bedroom for disabled Uncle,551.0,28.73%,NJ,4 years,0.0
2500.0,2008-08-22,Pay for my wedding,517.0,3.92%,TX,1 year,0.0
5000.0,2008-08-22,loan to pay new baby expenses,492.0,112.05%,IN,< 1 year,0.0
3500.0,2008-08-22,In need of a loan for debt consolidation,478.0,0.7%,MD,10+ years,0.0
3500.0,2008-08-22,NEED A FRESH START,598.0,31.79%,NY,10+ years,0.0
7500.0,2008-08-22,Too many Deaths in the Family,546.0,6.74%,FL,3 years,0.0
7500.0,2008-08-22,Debt Consolidation Loan,479.0,17.35%,TN,2 years,0.0
5000.0,2008-08-22,Single Mom trying to Consolidate Debt!,565.0,7.84%,PA,< 1 year,0.0
7500.0,2008-08-22,Fixer upper Needs Fixing,672.0,26.4%,CA,10+ years,0.0
6000.0,2008-08-22,"Need to get back on track, please help",484.0,5.29%,HI,6 years,0.0
1000.0,2008-08-22,Business bridge loan,,-1%,MO,2 years,0.0
5000.0,2008-08-22,Further Education/Small Business,522.0,0%,OR,< 1 year,0.0
3000.0,2008-08-22,Helping a disabled vet ,590.0,15.44%,ME,2 years,0.0
2000.0,2008-08-22,CONSOLIDATE DEBT,493.0,9.45%,PA,3 years,0.0
3000.0,2008-08-22,Credit Card,641.0,7.56%,TX,10+ years,0.0
3000.0,2008-08-22,Helping Me To Help Others,631.0,13.36%,VA,5 years,0.0
2000.0,2008-08-22,Consolidate,430.0,15.24%,TX,1 year,0.0
3000.0,2008-08-22,bills,600.0,15.59%,MO,5 years,0.0
1600.0,2008-08-22,Computer purchase,639.0,25.07%,NC,< 1 year,0.0
7500.0,2008-08-22,Home down payment,,-1%,CO,4 years,0.0
5000.0,2008-08-22,paying bills from knee replacement,502.0,331.06%,NV,9 years,0.0
4200.0,2008-08-22,Need help to have a better life,552.0,15.25%,WA,4 years,0.0
4000.0,2008-08-22,personal new beginning,482.0,26.01%,CA,2 years,0.0
5000.0,2008-08-22,get back on top,559.0,10.03%,IL,10+ years,0.0
7500.0,2008-08-22,Business Loan,569.0,44.25%,IL,1 year,0.0
4000.0,2008-08-22,Removal of tree that's damaging roof and,551.0,2.59%,TX,10+ years,0.0
7500.0,2008-08-22,Graduate School Loan,,-1%,OK,1 year,0.0
1200.0,2008-08-22,Catch Up Loan ,495.0,5.73%,IL,3 years,0.0
4500.0,2008-08-22,help out a nice veteran,,-1%,FL,2 years,0.0
7500.0,2008-08-22,Consolidate high interest loans.,636.0,15.51%,IL,< 1 year,0.0
5500.0,2008-08-22,Medical Expenses,583.0,0%,TX,4 years,0.0
2000.0,2008-08-22,Think Cash,502.0,3.77%,CA,7 years,0.0
7500.0,2008-08-22,grits1234,650.0,25.9%,CA,8 years,0.0
5000.0,2008-08-22,Consolidation,634.0,22.18%,CA,2 years,0.0
2000.0,2008-08-22,Loan to Improve Marketing Media,702.0,26.2%,MD,3 years,0.0
2000.0,2008-08-23,Help to pay for bills,495.0,14.75%,CA,8 years,0.0
7500.0,2008-08-23,consolidating debt!,648.0,0.93%,CO,3 years,0.0
4000.0,2008-08-23,my eduaction,441.0,32.68%,AL,< 1 year,0.0
1000.0,2008-08-23,Repair Roof,590.0,14.33%,MO,< 1 year,0.0
7500.0,2008-08-23,Trying to take stress of husband.,459.0, 30.17% ,MO ,6 years,0.0
2000.0,2008-08-23,Get a Car or Keep my Job,580.0,19.49%,NJ,< 1 year,0.0
5000.0,2008-08-23,Consolidate,551.0,17.6%,UT,3 years,0.0
2000.0,2008-08-23,I need to pay off some small bills,,-1%,TX,3 years,0.0
3500.0,2008-08-23,Please Help!,,-1%,MD,10+ years,0.0
2500.0,2008-08-23,restartup of business,480.0,9.55%,IN,< 1 year,0.0
1000.0,2008-08-23,Need money for medical tests,532.0,0%,TX,7 years,0.0
2000.0,2008-08-23,Financial Freedom,548.0,0%,NJ,3 years,0.0
5000.0,2008-08-23,Credit Cards,,-1%,MI,< 1 year,0.0
7500.0,2008-08-23,Credit card,629.0,27.76%,OH,10+ years,0.0
2500.0,2008-08-23,Personal,432.0,160.73%,MS,7 years,0.0
7500.0,2008-08-23,Student With Full Time Job Fixing Life,571.0,56.96%,OH,< 1 year,0.0
5000.0,2008-08-23,Request for a loan to finance a car,545.0,3.2%,CA,1 year,0.0
7500.0,2008-08-23,No more credit cards,678.0,7.38%,WI,1 year,0.0
1500.0,2008-08-23,Consolidation of debts,596.0,8.26%,OH,2 years,0.0
6500.0,2008-08-23,Eliminate my credit card debt,507.0,13.94%,DC,7 years,0.0
1000.0,2008-08-23,Credit card,559.0,5.56%,NC,1 year,0.0
7500.0,2008-08-23,Help pay Mother's medical ,662.0,49.71%,VA,10+ years,0.0
5000.0,2008-08-23,personal loan,668.0,28.38%,MI,5 years,0.0
5000.0,2008-08-23,debt consolidation,466.0,25.43%,TX,2 years,0.0
1000.0,2008-08-23,Please help fund a Business Student,603.0,3.21%,IL,2 years,0.0
4600.0,2008-08-23,Credit Card Settlement ,498.0,12.24%,ID,< 1 year,0.0
1000.0,2008-08-23,Trying to pay down debt after divorce,427.0,14.59%,TX,7 years,0.0
1000.0,2008-08-23,Refincing two credit cards,562.0,19.57%,CA,< 1 year,0.0
1000.0,2008-08-23,Car expense,532.0,11.16%,NY,< 1 year,0.0
5000.0,2008-08-23,vacation,651.0,5.21%,TX,< 1 year,0.0
7500.0,2008-08-23,Life Consolidation,497.0,23.44%,SC,4 years,0.0
7500.0,2008-08-23,A chance to pay off debt,525.0,27.27%,NM,2 years,0.0
3000.0,2008-08-23,Pay Off Extremely High Interest Loan,564.0,9.16%,CA,10+ years,0.0
5000.0,2008-08-24, ,,99999%,CT,2 years,0.0
4000.0,2008-08-24,Help me get back my life and credit,,-1%,TX,1 year,0.0
4100.0,2008-08-24,Scooter Buy Package,,-1%,MA,1 year,0.0
7500.0,2008-08-24,nomoredown,,-1%,VA,3 years,0.0
2000.0,2008-08-24,Personal,625.0,58.87%,MO,9 years,0.0
7500.0,2008-08-24,Orlando Trade Show,471.0,53.36%,FL,< 1 year,0.0
6500.0,2008-08-24,Single Dad Trying To Get Ahead,631.0,4.65%,IN,4 years,0.0
5000.0,2008-08-24,drowning in debt,582.0,23.66%,PA,10+ years,0.0
3000.0,2008-08-24,Motorcycle repairs,494.0,0%,CA,1 year,0.0
7500.0,2008-08-24,Trying to Consolidate High Interest Debt,729.0,22.18%,MA,1 year,0.0
7500.0,2008-08-24,Truck APU,703.0,12.16%,MD,10+ years,0.0
3000.0,2008-08-24,Auto repair,462.0,0%,MD,< 1 year,0.0
7500.0,2008-08-24,Personal loan,0.0,0%,MN,< 1 year,0.0
5000.0,2008-08-24,Consolidate high interest credit cards,649.0,40.2%,MN,3 years,0.0
7500.0,2008-08-24,Remodeling,648.0,12.71%,TX,4 years,0.0
7500.0,2008-08-24,business improvement,,-1%,NJ,1 year,0.0
7000.0,2008-08-24,Paying off debt,561.0,0%,IN,3 years,0.0
1500.0,2008-08-24,hey,518.0,0%,WV,< 1 year,0.0
20000.0,2008-08-24,Loan01,653.0,7.47%,SC,4 years,0.0
4000.0,2008-08-24,new/business,577.0,12.23%,GA,10+ years,0.0
7500.0,2008-08-24,Oil and Gas Investment,717.0,36.13%,OH,6 years,0.0
2500.0,2008-08-24,paying of bills,605.0,353.6%,MI,10+ years,0.0
7500.0,2008-08-24,After Graduation Debt,603.0,11.91%,KY,< 1 year,0.0
7500.0,2008-08-24,Securities Portfolio,659.0,0.72%,AZ,1 year,0.0
5000.0,2008-08-24,Really Tryn To Get A Place To Live!!!,,-1%,GA,1 year,0.0
3000.0,2008-08-24,First Car Purchase for my daughter,481.0,21.6%,SC,< 1 year,0.0
7500.0,2008-08-24,Pay for a CFA course/qualification,615.0,9.41%,NY,< 1 year,0.0
5000.0,2008-08-24,Helping my Spiritual counseling business,522.0,11.67%,MN,1 year,0.0
6000.0,2008-08-24,Want to buy a truck.,741.0,0.29%,VA,3 years,0.0
7500.0,2008-08-24,Loan,741.0,0.55%,MN,6 years,0.0
6000.0,2008-08-24,College Tuition,453.0,18.63%,OH,< 1 year,0.0
5000.0,2008-08-24,High interest credit cards,698.0,5.34%,CA,3 years,0.0
7500.0,2008-08-24,Start up Business loan,639.0,29.09%,UT,1 year,0.0
5000.0,2008-08-24,bills,498.0,0%,IA,3 years,0.0
7500.0,2008-08-24,cash flow and back up for my business,628.0,21.8%,CA,< 1 year,0.0
5900.0,2008-08-24,First Home,627.0,14.13%,FL,< 1 year,0.0
7500.0,2008-08-24,College Related and Consolidating Bills,579.0,1.2%,NJ,1 year,0.0
7500.0,2008-08-24,Home closing cost and minor repairs,665.0,43.06%,MD,7 years,0.0
7500.0,2008-08-24,Credit and medical bills,597.0,39.32%,TX,< 1 year,0.0
7500.0,2008-08-24,Consolidate debt,422.0,38.55%,CA,2 years,0.0
3500.0,2008-08-24,moving school,482.0,20.61%,NC,< 1 year,0.0
5000.0,2008-08-24,Hospital,670.0,17.16%,CA,5 years,0.0
25000.0,2008-08-25,payoff old debt,517.0,29.67%,AZ,< 1 year,0.0
7500.0,2008-08-25,Debt Removal,449.0,13.35%,NC,3 years,0.0
7500.0,2008-08-25,"97 Freightliner, Reefer trailer& flatbed",498.0,11.1%,TN,10+ years,0.0
7500.0,2008-08-25,Glass Relief!,697.0,25.83%,VA,5 years,0.0
1500.0,2008-08-25,help us get back on track,0.0,0%,OK,10+ years,0.0
7750.0,2008-08-25,Old Credit Card Consolidation,681.0,32.87%,NY,3 years,0.0
1000.0,2008-08-25,Misc,0.0,0%,TN,8 years,0.0
1300.0,2008-08-25,Consolidating debt,623.0,15.3%,NY,< 1 year,0.0
6000.0,2008-08-25,Wedding Help,,-1%,NY,3 years,0.0
20000.0,2008-08-25,I am try to lower my interest rate!,,-1%,CA,1 year,0.0
6500.0,2008-08-25,Debt Consolidation,441.0,2.42%,WI,3 years,0.0
2000.0,2008-08-25,Rental Deposit for Home,700.0,9%,CA,1 year,0.0
2500.0,2008-08-25,Short Term Loan Until Probate Close,474.0,0%,FL,3 years,0.0
4500.0,2008-08-25,I need to close 2 high rate credit cards,644.0,21.1%,AZ,< 1 year,0.0
7500.0,2008-08-25,Pay off credit cards,660.0,29.68%,CA,10+ years,0.0
7500.0,2008-08-25,I just need help,469.0,90.55%,MO,2 years,0.0
7000.0,2008-08-25,Need to grow my business,575.0,14.95%,KY,7 years,0.0
2000.0,2008-08-25,Family needing to catch up rent!,582.0,14.76%,MO,6 years,0.0
1000.0,2008-08-25,Newlyweds working towards a home!,522.0,5.25%,IN,1 year,0.0
7500.0,2008-08-25,Bill Payment,471.0,19.19%,MD,1 year,0.0
7500.0,2008-08-25,business funding,472.0,10.88%,WA,8 years,0.0
2500.0,2008-08-25,Car Repair,481.0,4.86%,MA,1 year,0.0
3000.0,2008-08-25,"Moving, Really in need of a loan",503.0,0%,NY,1 year,0.0
6000.0,2008-08-25,Kitchen Remodel,592.0,19.98%,KS,4 years,0.0
1500.0,2008-08-25,Finally Getting It Right. ,461.0,0%,PA,< 1 year,0.0
7500.0,2008-08-25,Financial Need,,-1%,GA,< 1 year,0.0
4900.0,2008-08-25,Payoff Card w/lower interest loan ,717.0,3.26%,KS,2 years,0.0
5000.0,2008-08-25,Debt Consolidation Help,,-1%,TX,9 years,0.0
3000.0,2008-08-25,Paying For This Semester,505.0,7.73%,NY,< 1 year,0.0
5000.0,2008-08-25,Transportation,0.0,0%,OH,< 1 year,0.0
2000.0,2008-08-25,Business Start-Up Funding,709.0, 33.13% ,IL ,< 1 year,0.0
1000.0,2008-08-25,trying to pay high credit card rates,700.0,10.23%,NY,3 years,0.0
5000.0,2008-08-25,Paying off debts,0.0,0%,CA,7 years,0.0
7000.0,2008-08-25,Our growing business,593.0,5.18%,TX,3 years,0.0
1500.0,2008-08-25,Morgan Loan,612.0,10.09%,IN,4 years,0.0
1000.0,2008-08-25,Need to Consolidate Credit Cards,485.0,29.33%,NY,2 years,0.0
7500.0,2008-08-25,PERSONAL LOAN,465.0,1.68%,NJ,< 1 year,0.0
7000.0,2008-08-25,Home Sale,594.0,14.4%,OH,7 years,0.0
5000.0,2008-08-25,I am trying to move as soon as possible ,,-1%,CO,< 1 year,0.0
7500.0,2008-08-25,Combining credit cards to pay them off,692.0,40.72%,ID,4 years,0.0
6000.0,2008-08-25,Credit card consolidation,545.0, 38.02% ,MO ,< 1 year,0.0
3000.0,2008-08-25, ,,99999%,GA,2 years,0.0
1500.0,2008-08-25,New Baby,550.0,15.09%,OH,5 years,0.0
5000.0,2008-08-25,Our Business Is Growing,732.0,5.5%,TX,3 years,0.0
3000.0,2008-08-25,eye foundation expenses,528.0,0%,AL,< 1 year,0.0
5000.0,2008-08-25,Debt Freedom,,-1%,NC,< 1 year,0.0
3000.0,2008-08-25,helping daughter go to school/ ,,-1%,TN,< 1 year,0.0
7500.0,2008-08-25,Work,561.0,11.31%,TN,3 years,0.0
7500.0,2008-08-25,Business Startup,776.0,0%,AZ,< 1 year,0.0
2800.0,2008-08-25,pay my credit card,613.0,0.9%,OR,1 year,0.0
7500.0,2008-08-25,Consolidate Credit Cards,680.0,35.85%,TX,3 years,0.0
2100.0,2008-08-25,School Survival,474.0, 0% ,OR,< 1 year,0.0
5000.0,2008-08-25,Consolidate Debt,624.0,9.55%,CA,1 year,0.0
5000.0,2008-08-25,need help,421.0,24.77%,FL,< 1 year,0.0
7500.0,2008-08-25,consolidate dee,,-1%,FL,5 years,0.0
7500.0,2008-08-25,credit card consolidation.,662.0,28.67%,CA,< 1 year,0.0
3000.0,2008-08-25,Need a small fast loan,459.0,46.62%,FL,1 year,0.0
7500.0,2008-08-25,DEBT REFI,644.0,19.15%,SC,1 year,0.0
1000.0,2008-08-25,Credit and Loan Consolidation,594.0,38.57%,GA,< 1 year,0.0
5000.0,2008-08-25,AUTO FOR SINGLE MOTHER,590.0,0%,FL,1 year,0.0
3000.0,2008-08-25,Educational Loan,500.0,1.36%,GA,8 years,0.0
1500.0,2008-08-25,New Baby,657.0,0%,OH,< 1 year,0.0
3000.0,2008-08-25,Paying off medical and utility bills ,640.0,13.41%,NJ,9 years,0.0
1500.0,2008-08-25,Tuition,472.0,0%,TX,< 1 year,0.0
4000.0,2008-08-25,need a car,427.0,0%,NJ,3 years,0.0
4500.0,2008-08-25,credit cards,600.0,6.84%,WI,1 year,0.0
4000.0,2008-08-25,To consolidate debt,591.0, 24.31% ,NY ,1 year,0.0
7500.0,2008-08-25,refinancing credit card debt,683.0,12.08%,MA,< 1 year,0.0
1000.0,2008-08-25,Debt Consolidation,626.0,25.57%,IL,< 1 year,0.0
1000.0,2008-08-25,Single Mother of 2 Toddlers Needing Loan,394.0,0.41%,KS,< 1 year,0.0
3000.0,2008-08-25,personal,501.0,224.64%,CA,4 years,0.0
7500.0,2008-08-25,Dreams await...,456.0,9.17%,WI,1 year,0.0
2000.0,2008-08-25,fall 2009 tuition,499.0,12%,FL,< 1 year,0.0
7500.0,2008-08-25,"Friend, I Am In Need...Please Help",539.0,25.97%,FL,2 years,0.0
7500.0,2008-08-25,credit card loan,510.0,107.28%,CA,3 years,0.0
7500.0,2008-08-25,Pay off debt,528.0,5.21%,NY,2 years,0.0
4000.0,2008-08-25,Finishing Up,639.0,0%,SC,4 years,0.0
1000.0,2008-08-25,To get me back on track,0.0,2.21%,MN,3 years,0.0
5000.0,2008-08-25,Please help..,647.0,19.64%,NY,< 1 year,0.0
2000.0,2008-08-25,Last Semester of College Expenses,604.0,2.5%,GA,< 1 year,0.0
5000.0,2008-08-25,Handshake Loan,660.0,4.76%,CA,7 years,0.0
6000.0,2008-08-26,Show business development,716.0,15.7%,NY,7 years,0.0
7500.0,2008-08-26,I Am Almost There!,625.0,22.14%,NH,10+ years,0.0
7500.0,2008-08-26,Other,630.0,27.99%,TX,1 year,0.0
1200.0,2008-08-26,Paying off payday loan,,-1%,PA,1 year,0.0
3000.0,2008-08-26,Paying off debt before wedding,488.0,6%,AL,2 years,0.0
7500.0,2008-08-26,paying off bills,, -1% ,FL ,5 years,0.0
6000.0,2008-08-26,Need a used car,524.0, 46.72% ,MI ,8 years,0.0
5000.0,2008-08-26,pay off credit cards,491.0, 5.96% ,TN,< 1 year,0.0
2000.0,2008-08-26,Looking for a second chance/New Start,549.0,2%,NY,1 year,0.0
2500.0,2008-08-26,personal loan -medical expenses,413.0,12.34%,NC,3 years,0.0
7500.0,2008-08-26,Business Use,700.0,13.94%,FL,< 1 year,0.0
1500.0,2008-08-26,moving expenses,,-1%,OH,< 1 year,0.0
6000.0,2008-08-26,student loan,540.0,20.7%,IL,1 year,0.0
3000.0,2008-08-26,Husband out of work,496.0,25.16%,NJ,1 year,0.0
5000.0,2008-08-26,Don's operation,550.0,15.73%,FL,1 year,0.0
2000.0,2008-08-26,Move,464.0,19.81%,AZ,3 years,0.0
