application_id,requested_amount_usd,repayment_term_text,interest_rate_text,monthly_installment_usd,last_payment_amount_usd,risk_grade_band,risk_grade_detail,employment_tenure_text,housing_status,annual_income_usd,income_verification_status,origination_month,outcome_status,loan_purpose,region_code,debt_to_income_ratio,credit_score_low,credit_score_high,open_credit_lines,public_records_count,revolving_utilization_text
48806297,28000.0, 60 months,23.99,805.35,27793.17,F,F3,10+ years,MORTGAGE,86000.0,Verified,May-2015,Fully Paid,debt_consolidation,MI,29.04,660.0,664.0,33.0,0.0,82.0
59592480,9000.0, 36 months,6.24,274.78,274.67,A,A2,3 years,RENT,67000.0,Verified,Sep-2015,Fully Paid,debt_consolidation,OH,13.61,690.0,694.0,9.0,0.0,87.0
56010216,4500.0, 36 months,13.33,152.34,152.34,C,C3,9 years,MORTGAGE,60000.0,Not Verified,Jul-2015,Charged Off,home_improvement,FL,23.88,665.0,669.0,7.0,1.0,77.0
52788628,8000.0, 36 months,9.99,258.1,258.1,B,B3,10+ years,RENT,110000.0,Not Verified,Jul-2015,Charged Off,debt_consolidation,CA,14.25,705.0,709.0,10.0,0.0,22.9
38645682,15875.0, 36 months, 16.49 ,561.97,15869.79,D,D3,,MORTGAGE,46750.0,Verified,Jan-2015,Fully Paid,debt_consolidation , GA ,29.63,695.0,699.0,11.0,2.0, 37.9 
42284157,20000.0, 36 months,10.99,654.68,7532.04,B,B4,< 1 year,RENT,107000.0,Source Verified,Mar-2015,Fully Paid,debt_consolidation,NH,14.45,680.0,684.0,10.0,0.0,54.4
39399378,18000.0, 60 months,13.66,415.67,15960.63,C,C3,10+ years,MORTGAGE,77800.0,Not Verified,Feb-2015,Fully Paid,debt_consolidation,CA,17.29,740.0,744.0,16.0,0.0,61.0
44419570,10000.0, 60 months,12.29,223.92,223.92,C,C1,8 years,MORTGAGE,68000.0,Not Verified,Apr-2015,Charged Off,home_improvement,NM,10.59,700.0,704.0,6.0,0.0,71.4
63175521,5875.0, 36 months,13.99,200.77,200.77,C,C4,8 years,RENT,66000.0,Verified,Oct-2015,Charged Off,debt_consolidation,TX,32.75,690.0,694.0,13.0,0.0,81.3
80668585,7200.0, 36 months,11.47,237.33,237.33,B,B5,10+ years,RENT,47000.0,Not Verified,Jun-2016,Charged Off,credit_card,NY,12.26,685.0,689.0,9.0,0.0,66.5
65834015,15000.0, 60 months,12.59,338.16,11598.03,C,C2,5 years,MORTGAGE,100000.0,Source Verified,Nov-2015,Fully Paid,credit_card,SD,12.78,715.0,719.0,12.0,0.0,31.0
60346384,8000.0, 36 months,10.99,261.88,268.37,B,B4,4 years,OWN,49500.0,Source Verified,Sep-2015,Fully Paid,home_improvement,NY,16.27,685.0,689.0,10.0,0.0,83.8
52128510,32000.0, 60 months,19.19,833.45,833.45,E,E3,10+ years,MORTGAGE,85000.0,Verified,Jun-2015,Charged Off,credit_card,MO,36.98,685.0,689.0,18.0,0.0,92.1
76719166,21925.0, 36 months,5.32,660.27,17438.71,A,A1,< 1 year,RENT,72000.0,Source Verified,Apr-2016,Fully Paid,other,CA,8.08,805.0,809.0,11.0,0.0,0.2
118108238,15000.0, 36 months,11.99,498.15,1411.19,B,B5,< 1 year,RENT,72500.0,Source Verified,Sep-2017,Fully Paid,debt_consolidation,CA,26.77,690.0,694.0,17.0,0.0,74.6
59491941,4200.0, 36 months,11.53,138.56,3447.3,B,B5,10+ years,MORTGAGE,91000.0,Not Verified,Sep-2015,Fully Paid,credit_card,GA,19.78,705.0,709.0,7.0,0.0,29.0
45365121,5000.0, 36 months,10.99,163.67,163.67,B,B4,< 1 year,MORTGAGE,50000.0,Not Verified,Apr-2015,Charged Off,debt_consolidation,MO,23.96,690.0,694.0,7.0,1.0,86.9
39068274,5000.0, 36 months,10.49,162.49,162.43,B,B3,8 years,RENT,35000.0,Source Verified,Jan-2015,Fully Paid,debt_consolidation,FL,27.85,670.0,674.0,9.0,1.0,43.0
46763255,16000.0, 60 months,10.99,347.8,7590.5,B,B4,10+ years,MORTGAGE,61000.0,Not Verified,May-2015,Fully Paid,debt_consolidation,TX,28.66,730.0,734.0,24.0,0.0,24.5
55503590,8800.0, 36 months,15.61,307.7,4203.8,D,D1,10+ years,MORTGAGE,52000.0,Source Verified,Aug-2015,Fully Paid,debt_consolidation,FL,27.53,700.0,704.0,17.0,0.0,43.6
59393104,6000.0, 36 months,16.55,212.58,212.58,D,D2,5 years,RENT,65000.0,Verified,Sep-2015,Charged Off,other,FL,21.53,705.0,709.0,8.0,1.0,56.9
43914890,19350.0, 60 months,25.57,574.44,574.44,F,F5,,MORTGAGE,60000.0,Source Verified,Apr-2015,Charged Off,debt_consolidation,AR,16.84,660.0,664.0,19.0,2.0,51.7
76558479,6400.0, 36 months,9.16,204.0,810.77,B,B2,10+ years,RENT,110000.0,Not Verified,Apr-2016,Fully Paid,major_purchase,MI,11.32,660.0,664.0,7.0,1.0,15.1
54828704,14000.0, 60 months,18.55,359.72,359.72,E,E2,1 year,OWN,50000.0,Not Verified,Jul-2015,Charged Off,debt_consolidation,PA,27.46,665.0,669.0,11.0,0.0,66.5
52209572,4500.0, 36 months,13.33,152.34,2127.61,C,C3,6 years,MORTGAGE,65000.0,Not Verified,Jun-2015,Fully Paid,home_improvement,MI,24.11,665.0,669.0,10.0,0.0,67.4
54484035,10000.0, 36 months,7.89,312.86,1239.7,A,A5,8 years,MORTGAGE,30000.0,Verified,Jul-2015,Fully Paid,credit_card,TN,14.04,705.0,709.0,16.0,1.0,32.0
57125058,24000.0, 36 months,6.24,732.74,732.71,A,A2,2 years,MORTGAGE,500000.0,Source Verified,Aug-2015,Fully Paid,credit_card,NY,5.64,695.0,699.0,10.0,0.0,82.6
54909025,18000.0, 36 months,12.69,603.81,603.68,C,C2,2 years,RENT,91870.0,Source Verified,Jul-2015,Fully Paid,other,TN,17.81,670.0,674.0,13.0,0.0,75.5
76233269,13200.0, 60 months,15.31,316.18,316.18,C,C5,2 years,OWN,36850.0,Verified,Apr-2016,Charged Off,credit_card,IN,32.54,700.0,704.0,8.0,1.0,49.9
60843179,15000.0, 36 months,7.26,464.95,464.95,A,A4,10+ years,RENT,52000.0,Source Verified,Oct-2015,Charged Off,credit_card,MI,26.97,690.0,694.0,15.0,0.0,45.2
59591153,30300.0, 60 months,22.99,854.0,854.0,F,F2,4 years,OWN,115000.0,Verified,Sep-2015,Charged Off,debt_consolidation,CT,15.16,725.0,729.0,14.0,0.0,9.1
48976551,12000.0, 36 months,13.33,406.24,406.24,C,C3,7 years,MORTGAGE,58000.0,Not Verified,May-2015,Charged Off,debt_consolidation,PA,19.78,660.0,664.0,7.0,2.0,47.0
62325150,9150.0, 36 months,16.99,326.18,326.18,D,D3,10+ years,MORTGAGE,44400.0,Verified,Oct-2015,Charged Off,credit_card,IL,34.57,685.0,689.0,10.0,0.0,90.9
39692900,16000.0, 60 months,12.39,359.08,377.03,C,C1,8 years,MORTGAGE,105000.0,Verified,Jan-2015,Charged Off,home_improvement,MD,22.14,735.0,739.0,12.0,0.0,55.8
118329871,5000.0, 36 months,9.93,161.18,161.18,B,B2,10+ years,MORTGAGE,45000.0,Source Verified,Sep-2017,Charged Off,home_improvement,OH,25.55,695.0,699.0,11.0,0.0,34.6
64300759,35000.0, 36 months,16.99,1247.68,1247.68,D,D3,< 1 year,MORTGAGE,60000.0,Not Verified,Dec-2015,Charged Off,debt_consolidation,MO,29.48,670.0,674.0,18.0,0.0,91.1
55827415,24350.0, 36 months,15.61,851.4,16415.37,D,D1,10+ years,MORTGAGE,58000.0,Verified,Aug-2015,Fully Paid,credit_card,FL,23.96,690.0,694.0,6.0,0.0,91.6
50636334,18000.0, 36 months,9.99,580.73,8746.77,B,B3,1 year,RENT,60000.0,Verified,Jun-2015,Fully Paid,debt_consolidation,CO,14.93,660.0,664.0,11.0,0.0,80.0
52341319,8500.0, 36 months,12.29,283.51,2976.9,C,C1,2 years,RENT,40374.0,Verified,Jun-2015,Fully Paid,debt_consolidation,CA,28.0,665.0,669.0,9.0,0.0,69.1
66220650,18000.0, 60 months, 19.99 ,476.79,77.0,E,E4,5 years,RENT,67353.0,Verified,Dec-2015,Charged Off,debt_consolidation , TX ,30.76,670.0,674.0,27.0,1.0, 47.7 
61892388,16000.0, 36 months,13.33,541.65,2170.94,C,C3,5 years,RENT,50000.0,Source Verified,Oct-2015,Fully Paid,debt_consolidation,AL,37.04,705.0,709.0,12.0,0.0,45.8
114287685,20000.0, 60 months,17.09,498.02,498.02,D,D1,10+ years,MORTGAGE,55833.0,Verified,Aug-2017,Charged Off,home_improvement,CA,26.27,665.0,669.0,9.0,0.0,88.1
43629519,14400.0, 36 months,12.29,480.29,479.99,C,C1,10+ years,RENT,48500.0,Source Verified,Apr-2015,Fully Paid,debt_consolidation,FL,27.02,660.0,664.0,7.0,1.0,46.5
51466290,4675.0, 36 months,27.88,193.08,193.08,G,G3,1 year,RENT,9360.0,Verified,Jun-2015,Charged Off,debt_consolidation,OH,22.69,660.0,664.0,5.0,0.0,51.4
79542929,1600.0, 36 months,6.97,49.39,482.36,A,A3,2 years,RENT,47000.0,Source Verified,Jun-2016,Fully Paid,home_improvement,LA,16.19,750.0,754.0,26.0,0.0,5.0
38710241,11000.0, 36 months,14.31,377.62,377.62,C,C4,10+ years,RENT,53000.0,Source Verified,Jan-2015,Charged Off,other,MN,24.48,715.0,719.0,12.0,0.0,58.1
41042159,2475.0, 36 months,19.52,91.38,91.17,E,E3,3 years,OWN,39000.0,Source Verified,Mar-2015,Fully Paid,small_business,NY,7.05,685.0,689.0,12.0,1.0,27.2
55140770,8500.0, 36 months,9.17,270.98,6229.78,B,B2,10+ years,MORTGAGE,,Not Verified,Jul-2015,Fully Paid,debt_consolidation,PA,19.42,685.0,689.0,15.0,0.0,52.2
59152234,6000.0, 36 months,15.61,209.79,252.5,D,D1,5 years,RENT,60000.0,Verified,Oct-2015,Fully Paid,house,AR,17.84,680.0,684.0,7.0,0.0,35.3
38181577,18000.0, 60 months,11.99,400.31,400.31,B,B5,2 years,RENT,65000.0,Source Verified,Jan-2015,Charged Off,debt_consolidation,NY,15.56,695.0,699.0,11.0,0.0,43.4
51756628,10000.0, 36 months, 16.55 ,354.3,353.92,D,D2,3 years,RENT,,Not Verified,Jun-2015,Fully Paid,debt_consolidation , MD ,None,675.0,679.0,7.0,0.0, 73.4 
55160234,4075.0, 36 months,14.65,140.57,1341.26,C,C5,1 year,RENT,21120.0,Not Verified,Jul-2015,Fully Paid,credit_card,CA,7.5,685.0,689.0,8.0,0.0,51.9
63350488,25475.0, 60 months,16.99,632.99,632.99,D,D3,10+ years,RENT,65000.0,Not Verified,Oct-2015,Charged Off,debt_consolidation,NY,36.69,670.0,674.0,3.0,0.0,52.4
65392382,5000.0, 36 months,12.59,167.49,167.49,C,C2,3 years,OWN,25000.0,Source Verified,Nov-2015,Charged Off,medical,CA,2.28,680.0,684.0,4.0,0.0,0.7
63446042,5000.0, 36 months,17.86,180.42,180.42,D,D5,10+ years,RENT,50000.0,Verified,Oct-2015,Charged Off,other,NC,16.99,675.0,679.0,4.0,0.0,83.0
65693242,5000.0, 36 months,12.59,167.49,167.49,C,C2,9 years,RENT,38000.0,Verified,Nov-2015,Charged Off,debt_consolidation,FL,15.0,690.0,694.0,6.0,0.0,94.7
42334241,20000.0, 60 months,14.65,472.14,472.14,C,C5,10+ years,RENT,90000.0,Source Verified,Mar-2015,Charged Off,debt_consolidation,TX,25.72,670.0,674.0,16.0,0.0,62.8
44693393,18000.0, 60 months,8.18,366.53,10285.07,B,B1,10+ years,MORTGAGE,105000.0,Source Verified,Apr-2015,Fully Paid,debt_consolidation,TX,9.29,745.0,749.0,13.0,0.0,42.0
65676489,2000.0, 36 months,9.17,63.76,142.52,B,B2,7 years,MORTGAGE,62000.0,Not Verified,Nov-2015,Charged Off,credit_card,AK,20.09,665.0,669.0,11.0,0.0,91.0
55188757,15125.0, 36 months,15.61,528.85,7310.11,D,D1,2 years,RENT,62244.0,Not Verified,Jul-2015,Fully Paid,debt_consolidation,CA,20.15,660.0,664.0,21.0,0.0,81.7
44643531,8000.0, 36 months,9.99,258.1,2.05,B,B3,6 years,OWN,250000.0,Verified,Apr-2015,Fully Paid,credit_card,NY,5.35,710.0,714.0,18.0,7.0,33.5
63988748,22050.0, 36 months, 11.49 ,727.02,3572.09,B,B5,10+ years,RENT,52500.0,Source Verified,Nov-2015,Fully Paid,debt_consolidation , CA ,bad,670.0,674.0,11.0,1.0, 26.1 
130822270,12800.0, 36 months,14.07,437.91,9958.74,C,C3,2 years,MORTGAGE,64000.0,Not Verified,Mar-2018,Fully Paid,debt_consolidation,TX,26.86,680.0,684.0,13.0,0.0,82.1
65811865,15000.0, 60 months,18.2,382.54,765.08,E,E1,10+ years,MORTGAGE,65000.0,Source Verified,Dec-2015,Charged Off,debt_consolidation,CA,27.12,695.0,699.0,21.0,0.0,26.3
113487607,36000.0, 60 months,19.03,934.46,934.46,D,D3,2 years,RENT,75000.0,Source Verified,Jul-2017,Charged Off,debt_consolidation,NJ,19.58,735.0,739.0,8.0,1.0,8.5
52668746,28000.0, 36 months,14.65,965.84,12534.55,C,C5,3 years,MORTGAGE,150000.0,Source Verified,Jul-2015,Fully Paid,debt_consolidation,MD,18.13,670.0,674.0,15.0,0.0,63.1
65955278,3500.0, 36 months,13.67,119.07,119.07,C,C4,7 years,MORTGAGE,18000.0,Verified,Dec-2015,Charged Off,debt_consolidation,NY,28.4,660.0,664.0,11.0,0.0,58.5
77367264,10000.0, 36 months,12.99,336.9,9264.58,C,C2,8 years,RENT,70000.0,Source Verified,Apr-2016,Fully Paid,debt_consolidation,NC,9.89,660.0,664.0,20.0,0.0,29.0
58682344,6000.0, 36 months,6.24,183.19,182.98,A,A2,3 years,RENT,80000.0,Not Verified,Aug-2015,Fully Paid,debt_consolidation,NY,11.12,720.0,724.0,9.0,0.0,35.2
63888148,6675.0, 36 months,11.49,220.09,220.09,B,B5,,RENT,48826.0,Verified,Nov-2015,Charged Off,debt_consolidation,UT,30.11,745.0,749.0,12.0,0.0,21.8
57960869,35000.0, 60 months,18.25,893.54,29300.69,E,E1,5 years,MORTGAGE,185000.0,Source Verified,Aug-2015,Fully Paid,debt_consolidation,CT,21.85,690.0,694.0,16.0,0.0,62.5
41368222,15000.0, 60 months,13.99,348.95,50.0,C,C4,10+ years,RENT,36000.0,Source Verified,Feb-2015,Charged Off,debt_consolidation,MO,26.37,715.0,719.0,10.0,0.0,64.5
126276732,35000.0, 60 months,12.62,789.57,789.57,C,C1,10+ years,MORTGAGE,80000.0,Source Verified,Jan-2018,Charged Off,credit_card,NY,9.82,735.0,739.0,18.0,0.0,30.6
61320506,6000.0, 36 months,8.18,188.52,188.39,B,B1,5 years,RENT,120000.0,Not Verified,Oct-2015,Fully Paid,debt_consolidation,VA,35.81,760.0,764.0,16.0,0.0,42.1
63480252,18000.0, 60 months,17.57,452.89,928.42,D,D4,6 years,MORTGAGE,45000.0,Verified,Nov-2015,Charged Off,debt_consolidation,NY,19.01,680.0,684.0,8.0,0.0,97.4
63456205,16000.0, 36 months,9.17,510.07,11288.22,B,B2,3 years,MORTGAGE,120000.0,Not Verified,Oct-2015,Fully Paid,major_purchase,IN,8.79,760.0,764.0,17.0,0.0,5.1
79581517,4775.0, 36 months,20.99,179.88,179.88,E,E1,2 years,RENT,45000.0,Source Verified,May-2016,Charged Off,debt_consolidation,TX,16.21,690.0,694.0,6.0,1.0,50.1
44140423,4950.0, 36 months,16.99,176.46,4618.79,D,D3,< 1 year,MORTGAGE,57991.0,Source Verified,Mar-2015,Fully Paid,home_improvement,NC,14.28,660.0,664.0,11.0,1.0,19.3
58401093,4150.0, 36 months,13.33,140.5,140.5,C,C3,5 years,RENT,28000.0,Verified,Aug-2015,Charged Off,major_purchase,TX,29.83,670.0,674.0,17.0,0.0,23.7
58480989,17000.0, 36 months,6.89,524.06,13191.15,A,A3,10+ years,MORTGAGE,106710.0,Not Verified,Aug-2015,Fully Paid,debt_consolidation,IN,11.49,705.0,709.0,14.0,0.0,46.1
120014831,30000.0, 60 months,20.0,794.82,794.82,D,D4,< 1 year,MORTGAGE,40000.0,Verified,Sep-2017,Charged Off,debt_consolidation,KY,86.92,695.0,699.0,13.0,1.0,88.7
116503300,18000.0, 60 months,14.08,419.58,11834.37,C,C3,5 years,OWN,60000.0,Source Verified,Aug-2017,Fully Paid,debt_consolidation,NY,26.3,665.0,669.0,16.0,0.0,39.0
42231380,35000.0, 36 months,16.55,1240.03,4906.01,D,D2,4 years,RENT,1250000.0,Source Verified,Mar-2015,Fully Paid,small_business,NY,3.22,700.0,704.0,14.0,0.0,42.2
43739449,20000.0, 60 months,16.99,496.95,496.95,D,D3,9 years,MORTGAGE,50346.0,Source Verified,Mar-2015,Charged Off,debt_consolidation,OH,17.0,665.0,669.0,10.0,0.0,65.4
77528845,10000.0, 36 months,11.99,332.1,332.1,C,C1,,MORTGAGE,53900.0,Not Verified,Apr-2016,Charged Off,debt_consolidation,SC,12.74,705.0,709.0,7.0,6.0,22.5
117272519,25000.0, 36 months,19.03,916.78,20500.52,D,D3,2 years,MORTGAGE,93000.0,Source Verified,Aug-2017,Fully Paid,credit_card,OH,23.08,705.0,709.0,10.0,0.0,70.4
55289708,16200.0, 36 months,7.89,506.83,506.73,A,A5,,mortgage,55000.0,Source Verified,Jul-2015,Fully Paid,debt_consolidation,FL,29.7,665.0,669.0,18.0,1.0,81.4
119231483,15000.0, 36 months,9.44,480.08,10573.36,B,B1,10+ years,MORTGAGE,68000.0,Verified,Sep-2017,Fully Paid,credit_card,CA,14.61,680.0,684.0,28.0,1.0,46.6
63528353,5000.0, 36 months,11.53,164.96,4726.74,B,B5,10+ years,RENT,,Verified,Oct-2015,Fully Paid,debt_consolidation,IL,31.8,695.0,699.0,15.0,0.0,85.6
138862781,18000.0, 36 months,11.55,594.0,16950.94,B,B4,,MORTGAGE,46000.0,Verified,Aug-2018,Fully Paid,debt_consolidation,SC,33.97,700.0,704.0,10.0,0.0,72.8
38700400,8000.0, 36 months,15.99,281.22,281.22,D,D2,2 years,MORTGAGE,33000.0,Source Verified,Jan-2015,Charged Off,credit_card,WI,18.55,660.0,664.0,12.0,1.0,49.7
54087284,3000.0, 36 months,15.61,104.9,104.9,D,D1,2 years,RENT,68000.0,Verified,Jul-2015,Charged Off,credit_card,OR,8.01,675.0,679.0,17.0,1.0,22.1
58260524,20000.0, 36 months, 13.33 ,677.07,677.07,C,C3,2 years,MORTGAGE,58000.0,Not Verified,Aug-2015,Charged Off,credit_card , FL ,26.27,670.0,674.0,14.0,0.0, 51.6 
54534278,26825.0, 60 months,21.99,740.73,740.73,F,F1,10+ years,RENT,61000.0,Source Verified,Jul-2015,Charged Off,debt_consolidation,TX,31.73,735.0,739.0,5.0,0.0,98.3
60015624,5000.0, 36 months,12.29,166.77,13.83,C,C1,< 1 year,RENT,25000.0,Source Verified,Sep-2015,Fully Paid,debt_consolidation,WY,27.32,680.0,684.0,5.0,0.0,14.6
51817797,6000.0, 36 months,18.55,218.58,651.0,E,E2,10+ years,MORTGAGE,55000.0,Source Verified,Jun-2015,Fully Paid,debt_consolidation,PA,28.26,700.0,704.0,7.0,0.0,46.9
56040642,7200.0, 36 months,9.17,229.53,229.53,B,B2,4 years,RENT,35000.0,Verified,Aug-2015,Charged Off,credit_card,RI,28.53,690.0,694.0,17.0,0.0,68.4
57366051,1200.0, 36 months,13.33,40.63,255.51,C,C3,8 years,OWN,60000.0,Source Verified,Aug-2015,Fully Paid,credit_card,NY,2.42,675.0,679.0,6.0,1.0,22.8
42964259,27200.0, 60 months,9.99,577.79,10212.28,B,B3,10+ years,MORTGAGE,110000.0,Source Verified,Mar-2015,Fully Paid,debt_consolidation,AL,32.42,715.0,719.0,21.0,0.0,55.9
56532822,15625.0, 60 months,20.99,422.63,422.63,E,E5,10+ years,MORTGAGE,40000.0,Source Verified,Aug-2015,Charged Off,debt_consolidation,NY,34.5,685.0,689.0,12.0,0.0,60.9
114064466,20000.0, 60 months,24.85,585.27,585.27,E,E3,6 years,RENT,70000.0,Source Verified,Jul-2017,Charged Off,debt_consolidation,NV,23.42,680.0,684.0,10.0,0.0,67.2
55199778,21000.0, 36 months,8.18,659.81,659.81,B,B1,6 years,MORTGAGE,113000.0,Source Verified,Jul-2015,Charged Off,debt_consolidation,NY,17.6,705.0,709.0,13.0,0.0,29.8
66410182,20000.0, 36 months,11.99,664.2,664.2,C,C1,10+ years,MORTGAGE,60000.0,Verified,Dec-2015,Charged Off,debt_consolidation,AL,13.5,675.0,679.0,4.0,1.0,63.9
46526686,7500.0, 36 months,12.69,251.59,251.43,C,C2,5 years,OWN,30848.48,Source Verified,Apr-2015,Fully Paid,debt_consolidation,MS,29.14,665.0,669.0,10.0,0.0,73.1
51116749,16800.0, 60 months,9.17,350.13,12206.64,B,B2,2 years,MORTGAGE,70000.0,Not Verified,Jun-2015,Fully Paid,credit_card,IL,11.43,690.0,694.0,11.0,0.0,57.5
50426082,35000.0, 36 months,13.33,1184.86,1184.86,C,C3,1 year,MORTGAGE,110000.0,Source Verified,Jun-2015,Charged Off,home_improvement,FL,2.5,715.0,719.0,4.0,1.0,10.9
78071449,5000.0, 36 months,16.29,176.51,176.51,D,D1,,OWN,170000.0,Verified,Apr-2016,Charged Off,medical,VA,28.53,700.0,704.0,27.0,0.0,43.9
38579136,9000.0, 36 months,11.99,298.89,6712.26,B,B5,10+ years,MORTGAGE,65000.0,Not Verified,Jan-2015,Fully Paid,other,MI,32.27,695.0,699.0,21.0,0.0,48.4
53534320,6000.0, 36 months,15.61,209.79,209.79,D,D1,10+ years,RENT,48000.0,Verified,Jul-2015,Charged Off,debt_consolidation,NY,6.25,660.0,664.0,3.0,0.0,101.4
66435012,9600.0, 36 months,13.18,324.3,2.01,C,C3,< 1 year,OWN,30000.0,Verified,Dec-2015,Fully Paid,debt_consolidation,MO,24.6,665.0,669.0,8.0,0.0,48.5
46516442,9000.0, 36 months,7.89,281.58,281.22,A,A5,3 years,RENT,60000.0,Not Verified,Apr-2015,Fully Paid,credit_card,PA,18.48,685.0,689.0,6.0,0.0,77.9
76212166,9600.0, 36 months,19.53,354.48,354.48,D,D5,2 years,RENT,60000.0,Source Verified,Apr-2016,Charged Off,debt_consolidation,FL,4.32,660.0,664.0,10.0,0.0,59.3
60196489,8950.0, 36 months,16.99,319.05,319.05,D,D3,6 years,RENT,70000.0,Source Verified,Sep-2015,Charged Off,debt_consolidation,NC,1.23,700.0,704.0,4.0,0.0,6.3
110996799,8400.0, 36 months,13.59,285.43,285.43,C,C2,3 years,RENT,38000.0,Source Verified,Jul-2017,Charged Off,debt_consolidation,FL,29.64,690.0,694.0,12.0,0.0,43.5
38498608,14400.0, 36 months,11.44,474.45,1411.17,B,B4,10+ years,OWN,120000.0,Source Verified,Jan-2015,Fully Paid,debt_consolidation,CA,19.5,665.0,669.0,10.0,0.0,84.7
37742062,1000.0, 36 months,18.54,36.43,36.43,E,E1,1 year,RENT,30500.0,Not Verified,Jan-2015,Charged Off,major_purchase,NV,26.68,660.0,664.0,8.0,0.0,49.4
117889828,20000.0, 36 months,7.97,626.46,626.46,A,A5,3 years,MORTGAGE,200000.0,Source Verified,Sep-2017,Charged Off,small_business,TX,5.91,685.0,689.0,12.0,0.0,40.8
76447347,5000.0, 36 months,13.67,170.09,170.09,C,C3,1 year,RENT,20000.0,Source Verified,Apr-2016,Charged Off,debt_consolidation,PA,8.76,670.0,674.0,8.0,0.0,41.7
130274019,3000.0, 36 months,11.98,99.62,2620.35,B,B5,< 1 year,MORTGAGE,40000.0,Source Verified,Mar-2018,Fully Paid,debt_consolidation,MI,18.78,695.0,699.0,7.0,0.0,24.8
77069639,35000.0, 60 months,18.99,907.73,907.73,D,D4,5 years,RENT,125000.0,Source Verified,Apr-2016,Charged Off,debt_consolidation,WI,23.71,685.0,689.0,9.0,0.0,63.3
62754585,25500.0, 60 months,18.55,655.19,23695.15,E,E2,10+ years,OWN,58000.0,Source Verified,Nov-2015,Fully Paid,debt_consolidation,MI,28.26,695.0,699.0,7.0,0.0,61.5
64320230,30000.0, 36 months,7.26,929.89,13.31,A,A4,10+ years,MORTGAGE,75000.0,Source Verified,Nov-2015,Fully Paid,credit_card,MO,16.77,685.0,689.0,17.0,0.0,65.3
49513155,15000.0, 36 months,5.32,451.73,8274.21,A,A1,4 years,MORTGAGE,170000.0,Verified,May-2015,Fully Paid,credit_card,TX,7.71,675.0,679.0,10.0,1.0,48.1
130333052,17000.0, 36 months,16.01,597.76,14679.31,C,C5,10+ years,MORTGAGE,55000.0,Source Verified,Mar-2018,Fully Paid,credit_card,UT,17.59,670.0,674.0,12.0,0.0,72.5
55423035,5000.0, 36 months,8.18,157.1,2812.73,B,B1,2 years,MORTGAGE,30000.0,Not Verified,Jul-2015,Fully Paid,home_improvement,PA,11.57,755.0,759.0,6.0,0.0,9.0
54524291,10000.0, 36 months,12.69,335.45,335.45,C,C2,,OWN,34280.0,Verified,Jul-2015,Charged Off,debt_consolidation,NY,19.99,700.0,704.0,11.0,0.0,54.5
129703038,27000.0, 36 months,6.71,830.11,20643.18,A,A3,10+ years,MORTGAGE,116300.0,Verified,Mar-2018,Fully Paid,home_improvement,AL,4.78,705.0,709.0,11.0,0.0,23.5
44906616,11200.0, 36 months,12.29,373.56,11111.54,C,C1,9 years,RENT,56000.0,Not Verified,Apr-2015,Fully Paid,debt_consolidation,FL,20.94,685.0,689.0,7.0,0.0,49.2
78780655,17000.0, 60 months,7.39,339.76,3121.49,A,A4,,MORTGAGE,57000.0,Verified,May-2016,Fully Paid,credit_card,VA,7.11,755.0,759.0,18.0,0.0,17.4
77129678,5400.0, 36 months,14.46,185.77,185.77,C,C4,6 years,OWN,18000.0,Source Verified,Apr-2016,Charged Off,home_improvement,IN,29.87,730.0,734.0,6.0,0.0,54.5
56914976,15000.0, 60 months,17.57,377.41,377.41,D,D4,,MORTGAGE,49900.0,Not Verified,Jul-2015,Charged Off,debt_consolidation,CT,23.21,665.0,669.0,19.0,0.0,60.7
60587267,28000.0, 60 months,20.99,757.34,757.34,E,E5,10+ years,RENT,68000.0,Source Verified,Sep-2015,Charged Off,credit_card,PA,27.12,670.0,674.0,15.0,0.0,64.6
56954532,12500.0, 36 months,5.32,376.44,8467.56,A,A1,10+ years,OWN,45000.0,Not Verified,Jul-2015,Fully Paid,credit_card,NC,26.05,735.0,739.0,7.0,0.0,39.2
61330696,35000.0, 60 months,13.99,814.21,814.21,C,C4,10+ years,MORTGAGE,110000.0,Source Verified,Oct-2015,Charged Off,credit_card,CA,24.3,690.0,694.0,9.0,0.0,68.6
77576656,8000.0, 36 months,13.67,272.15,67.19,C,C3,5 years,RENT,50000.0,Source Verified,May-2016,Charged Off,debt_consolidation,AL,25.56,720.0,724.0,4.0,0.0,34.2
52939994,20000.0, 36 months,13.33,677.07,677.07,C,C3,10+ years,MORTGAGE,94000.0,Verified,Jun-2015,Charged Off,debt_consolidation,IN,21.15,670.0,674.0,14.0,0.0,65.4
51888652,6500.0, 36 months,11.53,214.44,369.32,B,B5,10+ years,RENT,40000.0,Source Verified,Jun-2015,Fully Paid,credit_card,SC,16.47,670.0,674.0,17.0,1.0,34.2
58553430,35000.0, 60 months,10.99,760.82,760.82,B,B4,2 years,MORTGAGE,120000.0,Source Verified,Aug-2015,Charged Off,credit_card,GA,19.9,700.0,704.0,11.0,0.0,79.2
59219217,9600.0, 36 months,18.55,349.72,349.72,E,E2,1 year,RENT,39000.0,Verified,Aug-2015,Charged Off,debt_consolidation,OH,22.74,670.0,674.0,10.0,1.0,21.0
